"","groupID","featureID","exonBaseMean","dispersion","stat","pvalue","padj","WT","KO","log2fold_KO_WT","countData.1_C1P_S1","countData.2_S1_S2","countData.3_F6_S3","countData.4_S2_S4","countData.5_F8P_S5","countData.6_S3_S6"
"Atad2b:143","Atad2b","143",532.670566238123,0.000454889579736101,17.1628873152041,3.43073884369963e-05,0.0119715663854856,35.9359298559895,32.9510113922983,-0.253912929107303,418,578,460,615,645,515
"Atad2b:157","Atad2b","157",532.670566238123,0.000454889579736101,17.1628873152041,3.43073884369963e-05,0.0119715663854856,35.9359298559893,32.9510113922983,-0.253912929107303,418,578,460,615,645,515
"Pum2:10","Pum2","10",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:11","Pum2","11",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:30","Pum2","30",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:31","Pum2","31",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:51","Pum2","51",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:52","Pum2","52",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:72","Pum2","72",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:73","Pum2","73",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:92","Pum2","92",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:93","Pum2","93",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:112","Pum2","112",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:113","Pum2","113",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:132","Pum2","132",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:133","Pum2","133",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:152","Pum2","152",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:153","Pum2","153",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:173","Pum2","173",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:174","Pum2","174",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:194","Pum2","194",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:195","Pum2","195",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:214","Pum2","214",1364.2444846318,0.000553100411826134,17.5214133202241,2.8409000373251e-05,0.0110507785354101,52.5794924043789,56.5072851425066,0.215558245028999,1427,1363,1249,1264,1920,1102
"Pum2:215","Pum2","215",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:235","Pum2","235",1364.2444846318,0.000553100411826134,17.5214133202241,2.8409000373251e-05,0.0110507785354101,52.5794924043789,56.5072851425066,0.215558245028999,1427,1363,1249,1264,1920,1102
"Pum2:236","Pum2","236",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:256","Pum2","256",1364.2444846318,0.000553100411826134,17.5214133202241,2.8409000373251e-05,0.0110507785354101,52.5794924043789,56.5072851425066,0.215558245028999,1427,1363,1249,1264,1920,1102
"Pum2:257","Pum2","257",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:276","Pum2","276",1364.2444846318,0.000553100411826134,17.5214133202241,2.8409000373251e-05,0.0110507785354101,52.5794924043789,56.5072851425066,0.215558245028999,1427,1363,1249,1264,1920,1102
"Pum2:277","Pum2","277",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:296","Pum2","296",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:297","Pum2","297",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:311","Pum2","311",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:312","Pum2","312",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:332","Pum2","332",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:333","Pum2","333",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:352","Pum2","352",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:353","Pum2","353",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:373","Pum2","373",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:374","Pum2","374",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:396","Pum2","396",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:397","Pum2","397",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:411","Pum2","411",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:412","Pum2","412",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:434","Pum2","434",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:435","Pum2","435",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:454","Pum2","454",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:455","Pum2","455",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:475","Pum2","475",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:476","Pum2","476",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:496","Pum2","496",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:497","Pum2","497",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:518","Pum2","518",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:519","Pum2","519",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:541","Pum2","541",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:542","Pum2","542",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:564","Pum2","564",1389.69612832653,0.000668498291016451,15.7098025091665,7.38405034367298e-05,0.0202838493521892,53.0497040684215,57.0083016435198,0.215467757316656,1457,1395,1267,1283,1959,1120
"Pum2:565","Pum2","565",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:585","Pum2","585",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:586","Pum2","586",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:607","Pum2","607",1364.2444846318,0.000553100411826134,17.5214133202241,2.8409000373251e-05,0.0110507785354101,52.5794924043789,56.5072851425066,0.215558245028999,1427,1363,1249,1264,1920,1102
"Pum2:608","Pum2","608",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:627","Pum2","627",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:628","Pum2","628",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:646","Pum2","646",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:647","Pum2","647",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:667","Pum2","667",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:668","Pum2","668",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
"Pum2:688","Pum2","688",1460.52932194589,0.000764146571363751,13.7860042649561,0.000204856655053942,0.0399186082275814,54.3952339534315,58.3265727162535,0.209290319819003,1534,1471,1322,1350,2057,1179
"Pum2:689","Pum2","689",2064.16210681615,0.000182158036299285,13.9008295098449,0.000192713397374939,0.0383150788942307,65.0445466406403,67.9421146084014,0.132642797002124,2060,2038,1917,2001,2775,1773
